"tournament_name","winner","time","player","atp","score","odds","aces","df","fspp","fsp","ssp","bps","mpr","frp","srp","bpc","spw","rpw","tpw","mgr","sgw","rgw","tgw","tournament_court"
"Beijing (China), hard - Quarter-finals","0","09.10.2015 07:45","Sock J.",28,1,"2.75",5,0,0.53,8,3,45,41,34,17,31,24,36,25,25,50,7,33,"hard "
"Beijing (China), hard - Quarter-finals","1","09.10.2015 10:15","Fognini F.",38,2,"1.44",1,4,0.58,5,4,47,29,35,26,30,38,33,41,31,38,45,48,"hard "
"Beijing (China), hard - Quarter-finals","1","09.10.2015 12:05","Ferrer D.",13,2,"1.25",1,1,0.56,7,8,42,49,50,48,39,22,39,47,36,59,52,60,"hard "
"Beijing (China), hard - Quarter-finals","1","09.10.2015 14:40","Djokovic N.",1,2,"1.08",2,1,0.73,8,3,51,63,1,46,33,58,51,43,40,2,42,60,"hard "
"Beijing (China), hard - Semi-finals","1","10.10.2015 07:45","Nadal R.",5,2,"1.44",3,3,0.74,6,3,40,37,23,42,29,30,36,37,31,53,33,49,"hard "
"Beijing (China), hard - Semi-finals","1","10.10.2015 15:20","Djokovic N.",1,2,"1.07",1,2,0.75,5,4,38,28,31,48,45,55,33,50,35,46,54,57,"hard "
"Beijing (China), hard - Semi-finals","1","04.10.2014 07:40","Djokovic N.",1,2,"1.3",4,0,0.56,12,5,40,64,50,22,51,38,44,37,35,61,26,50,"hard "
"Beijing (China), hard - Semi-finals","1","04.10.2014 14:40","Berdych T.",8,2,"1.2",7,3,0.6,9,5,58,50,2,33,38,28,49,39,37,2,30,57,"hard "
"Beijing (China), hard - Semi-finals","0","05.10.2013 07:40","Berdych T.",8,0,"4.33",1,0,0.63,7,2,38,1,12,51,31,38,15,39,22,14,26,20,"hard "
"Beijing (China), hard - Semi-finals","1","05.10.2013 14:40","Djokovic N.",1,2,"1.1",6,0,0.69,9,4,50,43,23,37,37,30,44,39,34,60,37,54,"hard "
"Belgrade (Serbia), clay - Final","0","06.05.2012 17:15","Paire B.",34,0,"2.75",5,6,0.46,5,2,38,23,39,18,16,38,21,21,17,20,6,17,"clay "
"Belgrade (Serbia), clay - Semi-finals","0","05.05.2012 15:15","Andujar-Alba P.",650,1,"1.36",1,6,0.68,5,5,35,36,34,14,38,28,31,31,25,46,16,35,"clay "
"Belgrade (Serbia), clay - Semi-finals","0","05.05.2012 21:15","Nalbandian D.",NA,1,"1.33",5,7,0.62,9,3,37,38,31,17,36,55,33,27,25,42,14,33,"clay "
"Bogota (Colombia), hard - Final","0","26.07.2015 23:10","Mannarino A.",55,1,"2.2",8,2,0.69,5,4,38,23,23,24,43,20,30,28,22,30,10,25,"hard "
"Bogota (Colombia), hard - Final","1","20.07.2014 23:10","Tomic B.",19,2,"1.8",11,2,0.68,6,1,51,53,50,5,28,1,47,18,26,65,1,32,"hard "
"Bogota (Colombia), hard - Final","0","21.07.2013 19:10","Falla A.",264,0,"1.9",7,2,0.61,6,1,50,48,50,9,26,1,44,12,22,61,1,30,"hard "
"Bogota (Colombia), hard - Quarter-finals","1","24.07.2015 20:10","Mannarino A.",55,2,"1.25",4,1,0.7,8,5,38,16,12,33,48,28,28,41,28,36,42,44,"hard "
"Bogota (Colombia), hard - Quarter-finals","1","24.07.2015 22:10","Karlovic I.",23,2,"1.44",27,4,0.69,6,3,62,40,1,69,9,24,51,12,26,64,49,35,"hard "
"Bogota (Colombia), hard - Quarter-finals","1","25.07.2015 02:25","Berrer M.",145,2,"1.83",14,11,0.48,6,3,59,45,45,20,22,24,44,25,29,64,8,43,"hard "
"Bogota (Colombia), hard - Quarter-finals","0","25.07.2015 04:15","Ito T.",130,0,"3.4",2,7,0.49,5,1,45,19,12,18,30,24,24,25,19,24,4,17,"hard "
"Bogota (Colombia), hard - Semi-finals","0","25.07.2015 21:10","Karlovic I.",23,0,"1.53",17,3,0.75,5,1,58,46,1,8,24,1,52,16,27,2,1,37,"hard "
"Bogota (Colombia), hard - Semi-finals","0","25.07.2015 23:05","Berrer M.",145,1,"3.4",17,5,0.63,6,2,50,42,45,19,45,5,42,25,27,59,49,34,"hard "
"Bogota (Colombia), hard - Semi-finals","0","19.07.2014 21:15","Stepanek R.",114,1,"1.72",7,4,0.62,8,3,49,48,12,18,15,8,43,20,26,58,56,35,"hard "
"Bogota (Colombia), hard - Semi-finals","0","19.07.2014 23:15","Estrella V.",84,1,"3.75",8,4,0.66,6,3,42,50,12,17,33,38,41,25,27,60,4,37,"hard "
"Bogota (Colombia), hard - Semi-finals","1","20.07.2013 19:10","Karlovic I.",23,2,"3.75",22,6,0.73,8,3,53,46,2,6,24,50,48,19,29,2,6,45,"hard "
"Bogota (Colombia), hard - Semi-finals","1","20.07.2013 21:30","Falla A.",264,2,"1.5",7,2,0.51,6,3,42,54,45,16,26,38,40,31,30,65,13,45,"hard "
"Brisbane (Australia), hard - Final","0","10.01.2016 11:10","Federer R.",4,0,"1.25",7,3,0.56,4,1,45,42,31,11,16,1,37,22,24,51,1,27,"hard "
"Brisbane (Australia), hard - Final","1","11.01.2015 11:10","Federer R.",4,2,"1.25",21,0,0.64,5,3,51,43,53,17,31,33,43,26,28,65,12,43,"hard "
"Brisbane (Australia), hard - Final","0","05.01.2014 08:10","Federer R.",4,1,"1.14",13,1,0.62,8,3,43,32,35,13,34,2,33,27,24,40,62,25,"hard "
"Brisbane (Australia), hard - Quarter-finals","0","08.01.2016 03:15","Pouille L.",26,0,"4.5",6,4,0.59,5,3,48,20,34,66,23,3,31,17,21,41,2,27,"hard "
"Brisbane (Australia), hard - Quarter-finals","1","08.01.2016 05:10","Tomic B.",19,2,"3.4",14,1,0.64,5,3,44,27,43,27,37,21,33,32,28,48,18,39,"hard "
"Brisbane (Australia), hard - Quarter-finals","0","08.01.2016 08:40","Cilic M.",9,1,"1.36",11,2,0.53,5,5,50,49,56,18,24,3,42,19,27,64,6,40,"hard "
"Brisbane (Australia), hard - Quarter-finals","1","08.01.2016 11:10","Federer R.",4,2,"1.16",7,1,0.63,6,3,58,51,1,19,38,18,50,28,31,65,12,43,"hard "
"Brisbane (Australia), hard - Quarter-finals","0","09.01.2015 03:10","Groth S.",225,1,"5",22,1,0.76,6,3,49,61,1,11,25,11,50,17,28,2,49,42,"hard "
"Brisbane (Australia), hard - Quarter-finals","1","09.01.2015 05:10","Dimitrov G.",24,2,"1.28",7,2,0.6,5,4,47,42,12,29,57,58,40,37,33,51,37,50,"hard "
"Brisbane (Australia), hard - Quarter-finals","0","09.01.2015 05:30","Tomic B.",19,0,"3.25",10,2,0.6,5,1,34,27,45,68,18,1,26,8,17,24,1,14,"hard "
"Brisbane (Australia), hard - Quarter-finals","1","09.01.2015 11:10","Federer R.",4,2,"1.05",12,2,0.7,14,8,61,57,1,64,56,55,56,61,51,2,65,73,"hard "
"Brisbane (Australia), hard - Semi-finals","1","09.01.2016 05:05","Raonic M.",6,2,"1.5",13,3,0.62,6,2,53,53,2,17,30,1,48,24,30,2,1,37,"hard "
"Brisbane (Australia), hard - Semi-finals","1","09.01.2016 07:10","Federer R.",4,2,"1.1",6,0,0.55,6,5,56,45,1,37,39,50,44,44,38,60,42,57,"hard "
"Brisbane (Australia), hard - Semi-finals","1","10.01.2015 06:05","Raonic M.",6,2,"2.75",34,3,0.69,5,3,57,48,2,9,22,1,50,14,27,2,1,37,"hard "
"Brisbane (Australia), hard - Semi-finals","1","10.01.2015 08:55","Federer R.",4,2,"1.28",1,1,0.69,8,3,53,50,2,31,55,43,48,40,38,2,42,60,"hard "
"Brisbane (Australia), hard - Semi-finals","1","04.01.2014 05:45","Hewitt L.",453,2,"2.37",7,3,0.44,7,5,60,43,55,21,28,8,42,29,30,65,6,42,"hard "
"Brisbane (Australia), hard - Semi-finals","1","04.01.2014 08:35","Federer R.",4,2,"1.07",20,3,0.59,8,3,53,49,2,9,28,50,46,26,31,2,7,47,"hard "
"Bucharest (Romania), clay - Final","1","25.04.2016 12:30","Verdasco F.",47,2,"1.57",4,0,0.72,9,3,43,43,2,32,38,38,40,38,35,2,30,57,"clay "
"Bucharest (Romania), clay - Final","0","26.04.2015 14:30","Vesely J.",48,0,"2.1",5,1,0.74,7,3,41,38,8,15,39,47,37,25,25,46,18,37,"clay "
"Bucharest (Romania), clay - Final","1","27.04.2014 15:10","Dimitrov G.",24,2,"1.28",4,1,0.58,8,4,55,45,23,36,54,34,45,40,35,60,33,50,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","22.04.2016 12:05","Cecchinato M.",137,0,"5",0,1,0.61,4,1,31,27,23,16,22,1,24,22,17,24,1,14,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","22.04.2016 12:10","Lorenzi P.",39,1,"2.2",2,1,0.58,11,3,36,46,35,28,33,38,34,31,27,46,12,34,"clay "
"Bucharest (Romania), clay - Quarter-finals","1","22.04.2016 13:40","Garcia-Lopez G.",50,2,"1.66",6,6,0.57,5,2,42,47,47,22,31,6,38,26,27,53,49,32,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","22.04.2016 16:55","Haase R.",64,0,"3.25",1,0,0.62,6,3,45,25,23,17,16,3,32,19,21,51,67,30,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","24.04.2015 12:10","Karlovic I.",23,0,"2.25",11,2,0.63,6,1,53,35,12,9,26,1,42,17,23,51,1,27,"clay "
"Bucharest (Romania), clay - Quarter-finals","1","24.04.2015 13:50","Garcia-Lopez G.",50,2,"1.5",3,3,0.56,7,3,38,45,45,29,31,30,35,33,28,62,11,42,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","24.04.2015 16:05","Simon G.",32,1,"1.3",3,2,0.63,5,3,34,31,15,20,43,33,27,29,23,32,13,27,"clay "
"Bucharest (Romania), clay - Quarter-finals","0","24.04.2015 18:50","Bolelli S.",211,0,"4",0,0,0.78,4,1,32,61,23,25,16,1,36,22,22,61,1,30,"clay "
"Bucharest (Romania), clay - Semi-finals","0","23.04.2016 13:10","Delbonis F.",43,0,"1.44",3,3,0.61,5,1,39,51,37,19,27,1,38,22,23,61,1,30,"clay "
"Bucharest (Romania), clay - Semi-finals","1","23.04.2016 15:10","Verdasco F.",47,2,"1.53",5,5,0.62,6,3,49,47,12,14,57,26,43,30,30,56,24,45,"clay "
"Bucharest (Romania), clay - Semi-finals","0","25.04.2015 13:10","Gimeno-Traver D.",117,1,"2.1",2,5,0.61,7,3,39,28,27,12,43,3,29,22,22,38,16,31,"clay "
"Bucharest (Romania), clay - Semi-finals","1","25.04.2015 15:20","Garcia-Lopez G.",50,2,"3.75",4,2,0.63,9,5,51,49,23,26,43,20,45,32,31,64,20,47,"clay "
"Bucharest (Romania), clay - Semi-finals","1","26.04.2014 12:10","Rosol L.",82,2,"1.57",4,1,0.64,7,5,28,62,23,30,45,53,36,36,30,48,30,45,"clay "
"Bucharest (Romania), clay - Semi-finals","0","26.04.2014 14:25","Dimitrov G.",24,0,"1.57",2,2,0.73,10,4,2,15,1,51,68,3,53,53,47,2,54,68,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","0","11.02.2014 21:45","Arguello F.",196,0,"2.5",NA,NA,NA,NA,NA,11,NA,NA,36,NA,3,2,NA,2,17,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","0","11.02.2014 21:50","Reister J.",660,0,"6",NA,NA,NA,NA,NA,13,NA,NA,47,NA,10,2,NA,2,14,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","0","11.02.2014 22:00","Montanes A.",135,0,"2.75",NA,NA,NA,NA,NA,39,NA,NA,30,NA,NA,2,NA,2,2,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","1","11.02.2014 22:00","Haase R.",64,2,"1.8",NA,NA,NA,NA,NA,40,NA,NA,36,NA,38,2,NA,2,51,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","0","11.02.2014 23:30","Garin Ch.",262,1,"2.62",NA,NA,NA,NA,NA,27,NA,NA,42,NA,47,2,NA,2,38,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","1","12.02.2014 01:15","Ferrer D.",13,2,"1.05",NA,NA,NA,NA,NA,29,NA,NA,39,NA,38,2,NA,2,38,NA,NA,"clay "
"Buenos Aires (Argentina), clay - 1/16-finals","1","12.02.2014 03:35","Ramos A.",33,2,"3.25",NA,NA,NA,NA,NA,26,NA,NA,29,NA,3,2,NA,2,38,NA,NA,"clay "
"Buenos Aires (Argentina), clay - Final","1","14.02.2016 19:15","Thiem D.",10,2,"1.57",9,5,0.74,8,3,47,31,43,14,49,24,40,27,28,53,49,32,"clay "
"Buenos Aires (Argentina), clay - Final","1","01.03.2015 20:55","Nadal R.",5,2,"1.08",1,0,0.78,4,5,50,26,1,37,54,34,42,39,34,2,37,57,"clay "
"Buenos Aires (Argentina), clay - Final","1","16.02.2014 19:15","Ferrer D.",13,2,"1.36",0,2,0.72,6,3,38,63,1,22,49,47,42,36,34,61,26,50,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","0","12.02.2016 19:10","Lajovic D.",60,0,"3.4",3,0,0.54,4,1,29,45,34,4,34,1,30,17,20,38,1,20,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","12.02.2016 21:40","Nadal R.",5,2,"1.05",2,1,0.69,5,3,44,50,45,17,57,47,42,36,34,61,23,47,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","13.02.2016 00:25","Almagro N.",46,2,"3.5",3,1,0.6,9,5,64,64,1,25,31,55,58,32,37,2,23,52,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","0","13.02.2016 17:00","Cuevas P.",20,1,"4.33",5,1,0.58,7,5,40,44,45,35,38,14,36,35,29,48,16,37,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","27.02.2015 19:00","Monaco J.",95,2,"1.9",5,0,0.76,7,3,35,54,27,27,36,35,37,33,29,47,22,40,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","27.02.2015 22:00","Almagro N.",46,2,"1.53",3,1,0.7,7,5,53,43,2,30,36,55,46,32,36,2,30,57,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","27.02.2015 23:55","Berlocq C.",75,2,"1.33",2,0,0.73,8,6,35,52,23,51,40,41,36,49,36,46,60,60,"clay "
"Buenos Aires (Argentina), clay - Quarter-finals","1","28.02.2015 02:10","Nadal R.",5,2,"1.08",0,2,0.63,7,5,54,54,1,43,52,42,49,50,42,2,58,70,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","0","13.02.2016 19:50","Nadal R.",5,1,"1.18",2,3,0.7,6,3,42,37,34,26,30,33,37,27,26,52,12,37,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","1","13.02.2016 23:05","Almagro N.",46,2,"3.25",5,2,0.71,6,3,41,49,2,27,29,20,40,28,29,2,11,46,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","1","28.02.2015 19:10","Monaco J.",95,2,"2.5",2,1,0.78,5,3,33,40,50,20,42,47,32,35,28,51,30,45,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","1","28.02.2015 22:05","Nadal R.",5,2,"1.08",1,1,0.63,6,6,42,49,45,22,52,24,40,31,30,61,23,47,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","0","15.02.2014 19:15","Robredo T.",187,1,"2.1",3,4,0.69,12,5,35,38,33,26,38,50,32,32,27,38,20,34,"clay "
"Buenos Aires (Argentina), clay - Semi-finals","1","15.02.2014 21:35","Ferrer D.",13,2,"1.28",0,2,0.7,7,4,39,42,55,27,51,58,36,37,33,60,37,54,"clay "
"Casablanca (Morocco), clay - Final","0","12.04.2015 16:10","Gimeno-Traver D.",117,0,"2.3",2,3,0.67,4,1,35,29,12,14,26,1,29,24,21,24,1,14,"clay "
"Casablanca (Morocco), clay - Final","0","13.04.2014 16:35","Granollers-Pujol M.",45,1,"1.5",3,2,0.6,6,3,31,44,29,16,26,43,31,26,23,38,18,32,"clay "
"Casablanca (Morocco), clay - Final","1","14.04.2013 17:45","Robredo T.",187,2,"2.1",3,5,0.56,6,3,50,45,41,24,19,50,41,25,28,59,6,39,"clay "
"Casablanca (Morocco), clay - Quarter-finals","1","10.04.2015 13:10","Vesely J.",48,2,"1.8",4,2,0.78,6,5,47,36,2,27,41,24,42,35,33,2,30,57,"clay "
"Casablanca (Morocco), clay - Quarter-finals","0","10.04.2015 14:50","Ouahab L.",403,0,"2.1",1,0,0.52,4,1,34,31,31,11,36,38,25,25,20,32,4,24,"clay "
"Casablanca (Morocco), clay - Quarter-finals","0","10.04.2015 16:20","Almagro N.",46,0,"1.22",13,5,0.51,8,3,47,39,37,7,14,6,36,17,23,53,67,32,"clay "
"Casablanca (Morocco), clay - Quarter-finals","0","10.04.2015 18:15","Haider-Maurer A.",379,0,"1.5",3,4,0.63,4,2,29,35,35,24,14,24,26,22,19,28,4,20,"clay "
"Casablanca (Morocco), clay - Semi-finals","1","11.04.2015 15:45","Gimeno-Traver D.",117,2,"2.5",6,1,0.68,7,3,42,61,1,24,27,30,44,24,28,2,6,43,"clay "
"Casablanca (Morocco), clay - Semi-finals","0","11.04.2015 18:30","Dzumhur D.",71,1,"2.75",3,2,0.63,7,3,33,44,10,27,33,20,32,30,25,34,8,25,"clay "
"Casablanca (Morocco), clay - Semi-finals","0","12.04.2014 15:35","Delbonis F.",43,0,"1.72",0,3,0.58,5,3,7,45,10,22,29,3,16,25,15,20,6,17,"clay "
"Casablanca (Morocco), clay - Semi-finals","1","12.04.2014 17:15","Garcia-Lopez G.",50,2,"1.3",1,5,0.7,9,3,35,34,18,37,46,38,31,41,30,44,40,47,"clay "
"Casablanca (Morocco), clay - Semi-finals","0","13.04.2013 17:10","Wawrinka S.",3,1,"1.25",1,5,0.67,7,5,39,20,23,26,62,24,29,35,26,30,26,33,"clay "
"Casablanca (Morocco), clay - Semi-finals","0","13.04.2013 19:05","Klizan M.",30,1,"2.2",4,3,0.58,5,4,31,39,37,21,21,18,30,29,24,40,16,33,"clay "
"Chennai (India), hard - Final","1","10.01.2016 14:00","Wawrinka S.",3,2,"1.12",15,3,0.55,6,3,60,48,2,25,39,50,48,30,35,2,13,49,"hard "
"Chennai (India), hard - Final","1","11.01.2015 13:45","Wawrinka S.",3,2,"1.08",2,1,0.66,5,3,45,55,1,17,35,38,44,27,31,2,15,50,"hard "
"Chennai (India), hard - Final","1","05.01.2014 13:50","Wawrinka S.",3,2,"1.2",5,2,0.56,7,5,42,61,2,27,54,28,44,35,33,2,23,52,"hard "
"Chennai (India), hard - Quarter-finals","1","08.01.2016 13:40","Paire B.",34,2,"1.2",14,5,0.44,4,4,43,29,31,37,61,47,26,43,29,36,45,46,"hard "
"Chennai (India), hard - Quarter-finals","1","08.01.2016 13:45","Wawrinka S.",3,2,"1.16",14,0,0.75,8,3,53,52,1,36,33,24,49,35,34,61,23,47,"hard "
"Chennai (India), hard - Quarter-finals","1","08.01.2016 15:25","Bedene A.",77,2,"1.16",9,2,0.62,7,5,50,53,2,21,35,50,46,27,32,2,6,45,"hard "
"Chennai (India), hard - Quarter-finals","1","08.01.2016 18:05","Coric B.",40,2,"3",9,2,0.62,8,3,43,47,34,26,37,38,39,33,29,51,12,35,"hard "
"Chennai (India), hard - Quarter-finals","0","09.01.2015 13:40","Garcia-Lopez G.",50,1,"1.9",3,4,0.51,6,5,36,40,18,25,44,18,31,31,24,38,16,31,"hard "
"Chennai (India), hard - Quarter-finals","0","09.01.2015 13:50","Lu Y.H.",72,0,"3.5",5,1,0.55,5,3,43,37,37,21,28,24,34,24,24,53,67,32,"hard "
"Chennai (India), hard - Quarter-finals","1","09.01.2015 15:50","Goffin D.",14,2,"1.1",7,1,0.5,6,6,55,58,1,30,41,43,49,36,35,61,33,52,"hard "
"Chennai (India), hard - Quarter-finals","1","09.01.2015 15:55","Wawrinka S.",3,2,"1.14",4,0,0.64,9,3,50,67,45,26,32,38,52,33,35,61,23,47,"hard "
"Chennai (India), hard - Semi-finals","1","09.01.2016 13:50","Wawrinka S.",3,2,"1.2",6,1,0.61,6,3,41,61,2,10,39,38,43,28,31,2,15,50,"hard "
"Chennai (India), hard - Semi-finals","1","09.01.2016 15:10","Coric B.",40,2,"1.53",17,1,0.69,10,3,43,38,43,22,41,22,37,27,28,53,18,42,"hard "
"Chennai (India), hard - Semi-finals","0","10.01.2015 13:45","Bautista-Agut R.",17,1,"1.22",2,2,0.69,6,3,34,48,23,24,44,24,35,34,28,38,26,37,"hard "
"Chennai (India), hard - Semi-finals","1","10.01.2015 16:50","Wawrinka S.",3,2,"1.44",6,1,0.51,5,4,41,53,56,17,48,21,40,33,31,62,23,49,"hard "
"Chennai (India), hard - Semi-finals","0","04.01.2014 13:45","Granollers-Pujol M.",45,1,"2",4,3,0.47,11,4,36,37,39,25,36,38,28,27,22,34,14,28,"hard "
"Chennai (India), hard - Semi-finals","1","04.01.2014 16:15","Wawrinka S.",3,1,"1.2",4,3,0.57,5,3,46,31,58,22,24,38,34,30,29,61,13,42,"hard "
"Cincinnati (USA), hard - Final","0","23.08.2015 20:10","Djokovic N.",1,0,"1.9",5,4,0.59,5,1,41,37,56,10,12,1,34,13,21,61,1,30,"hard "
"Cincinnati (USA), hard - Final","0","17.08.2014 23:10","Ferrer D.",13,1,"4.5",3,3,0.61,8,5,41,31,49,16,37,9,32,26,25,46,10,33,"hard "
"Cincinnati (USA), hard - Quarter-finals","1","21.08.2015 18:10","Djokovic N.",1,2,"1.25",1,2,0.69,6,7,45,61,1,28,45,3,46,37,34,2,37,57,"hard "
"Cincinnati (USA), hard - Quarter-finals","1","21.08.2015 19:40","Dolgopolov A.",58,2,"4.33",5,0,0.55,6,5,63,60,1,37,25,47,55,36,37,2,26,54,"hard "
"Cincinnati (USA), hard - Quarter-finals","0","21.08.2015 22:45","Gasquet R.",15,1,"3.2",5,3,0.54,9,3,39,38,37,21,35,30,32,27,24,40,7,28,"hard "
"Cincinnati (USA), hard - Quarter-finals","0","22.08.2015 02:10","Lopez F.",18,0,"10",9,2,0.55,5,1,44,38,23,9,31,1,35,15,20,49,1,24,"hard "
"Cincinnati (USA), hard - Quarter-finals","0","15.08.2014 18:10","Wawrinka S.",3,1,"1.28",8,0,0.52,7,5,40,35,27,10,35,50,31,24,23,36,11,28,"hard "
"Cincinnati (USA), hard - Quarter-finals","1","15.08.2014 20:10","Raonic M.",6,2,"1.2",7,3,0.51,8,8,54,45,2,55,45,3,42,58,44,2,65,73,"hard "
"Cincinnati (USA), hard - Quarter-finals","0","15.08.2014 22:10","Robredo T.",187,1,"2.5",4,2,0.66,5,2,34,39,35,19,36,33,31,30,26,42,14,33,"hard "
"Cincinnati (USA), hard - Quarter-finals","0","16.08.2014 02:10","Murray A.",2,0,"2",6,2,0.48,4,4,31,35,33,22,29,24,25,29,22,27,13,25,"hard "
"Cincinnati (USA), hard - Semi-finals","1","22.08.2015 20:10","Djokovic N.",1,2,"1.1",8,6,0.6,6,5,36,49,34,25,30,58,35,33,29,51,20,40,"hard "
"Cincinnati (USA), hard - Semi-finals","0","22.08.2015 22:50","Murray A.",2,0,"2.37",9,0,0.61,5,1,44,45,45,16,7,1,39,14,24,62,1,32,"hard "
"Cincinnati (USA), hard - Semi-finals","1","16.08.2014 22:15","Ferrer D.",13,2,"1.3",3,0,0.7,7,5,46,61,2,30,38,30,47,39,35,2,37,57,"hard "
"Cincinnati (USA), hard - Semi-finals","0","17.08.2014 05:20","Raonic M.",6,0,"3",6,3,0.44,6,1,39,40,15,5,40,1,31,17,19,35,1,17,"hard "
"Davis Cup (World)","1","15.07.2016 15:10","Rosol L.",82,3,"4",11,5,0.62,6,3,40,51,37,7,35,21,39,24,27,59,5,36,""
"Davis Cup (World)","0","15.07.2016 16:35","Seppi A.",88,1,"2",6,4,0.58,6,3,44,48,47,20,34,21,40,26,28,57,7,37,""
"Davis Cup (World)","0","15.07.2016 17:20","Tipsarevic J.",254,0,"2.37",4,3,0.57,5,2,27,31,12,11,22,16,22,19,15,24,62,16,""
"Davis Cup (World)","0","15.07.2016 19:35","Vesely J.",48,0,"1.66",16,9,0.61,6,3,44,30,41,6,25,30,33,19,22,47,5,31,""
"Davis Cup (World)","1","15.07.2016 22:10","Sock J.",28,3,"2.37",17,11,0.54,6,3,48,38,25,25,33,40,37,31,28,46,22,39,""
"Davis Cup (World)","1","16.07.2016 01:55","Isner J.",22,3,"1.16",23,2,0.62,7,3,48,43,2,21,34,33,41,27,30,2,14,49,""
"Davis Cup (World)","1","16.07.2016 12:10","Fognini F.",38,3,"1.57",5,3,0.6,7,10,54,46,41,49,67,54,47,50,42,56,51,59,""
"Davis Cup (World)","1","16.07.2016 14:10","Lajovic D.",60,3,"1.2",2,1,0.67,11,7,42,61,2,44,55,41,44,46,38,2,42,60,""
"Davis Cup (World)","0","17.07.2016 13:40","Fognini F.",38,1,"1.44",2,6,0.6,8,4,48,20,6,32,36,29,31,34,26,34,25,34,""
"Davis Cup (World)","0","17.07.2016 14:05","Vesely J.",48,1,"4",5,8,0.63,5,3,40,47,50,12,22,16,38,15,23,62,41,35,""
"Davis Cup (World)","0","17.07.2016 16:10","Lajovic D.",60,0,"2.25",5,0,0.8,5,3,31,66,45,18,21,16,37,21,24,51,49,29,""
"Davis Cup (World)","1","17.07.2016 19:25","Tipsarevic J.",254,2,"1.53",0,7,0.51,7,5,51,40,45,24,29,30,38,29,28,57,20,42,""
"Davis Cup (World)","0","17.07.2016 22:10","Isner J.",22,0,"2.1",17,3,0.78,6,1,55,35,37,9,29,38,44,20,26,51,49,29,""
"Davis Cup (World)","0","18.07.2016 00:55","Sock J.",28,1,"1.28",12,6,0.49,6,3,43,35,45,25,12,33,31,23,24,45,9,32,""
"Davis Cup (World)","0","17.07.2015 04:40","Kokkinakis T.",841,0,"1.44",10,5,0.61,5,2,34,26,39,11,31,24,28,20,20,36,56,23,""
"Davis Cup (World)","0","17.07.2015 07:25","Kyrgios N.",16,1,"1.05",12,4,0.7,5,3,54,46,12,7,31,24,48,14,25,62,32,35,""
"Davis Cup (World)","1","17.07.2015 14:10","Darcis S.",108,3,"1.33",3,1,0.66,14,5,48,43,31,33,37,30,42,34,31,60,25,46,""
"Davis Cup (World)","0","17.07.2015 14:40","Ward J.",236,0,"6",9,4,0.56,4,1,50,20,19,9,22,1,31,17,20,36,1,20,""
"Davis Cup (World)","1","17.07.2015 17:00","Murray A.",2,3,"1.16",9,2,0.64,11,3,53,45,45,16,34,38,45,26,31,65,18,46,""
"Davis Cup (World)","1","17.07.2015 17:10","Mayer L.",131,3,"1.22",11,1,0.59,14,5,63,63,2,39,29,28,57,41,41,2,35,58,""
"Davis Cup (World)","1","17.07.2015 17:25","Goffin D.",14,3,"1.02",9,3,0.49,9,5,50,51,55,37,42,22,43,39,34,64,28,51,""
"Davis Cup (World)","1","17.07.2015 19:20","Delbonis F.",43,3,"1.83",8,8,0.54,7,5,41,36,30,24,55,31,32,33,27,39,25,37,""
"Davis Cup (World)","1","19.07.2015 04:35","Groth S.",225,3,"1.5",32,7,0.64,8,3,59,41,58,11,25,38,48,15,28,66,41,38,""
"Davis Cup (World)","1","19.07.2015 08:00","Hewitt L.",453,3,"",5,3,0.58,10,5,53,57,37,41,25,26,49,35,34,64,26,49,""
"Davis Cup (World)","1","19.07.2015 14:45","Murray A.",2,3,"1.11",6,0,0.67,9,8,45,37,15,35,49,37,38,38,32,54,29,46,""
"Davis Cup (World)","1","19.07.2015 15:15","Coppejans K.",154,2,"",5,2,0.64,8,5,38,42,1,25,32,38,34,34,28,46,30,43,""
"Davis Cup (World)","0","19.07.2015 17:15","Schwartzman D.",68,0,"",1,0,0.63,5,1,21,62,1,21,24,1,31,21,19,35,1,17,""
